ActivityIdentifier,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Skor_SAW,Peringkat
nwisca.01.02003358,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,140.0,2.0,66.4,2.6,0.20840577524897813,1519
nwisca.01.02205413,7.6,61.7,75.59,7.12,11.0,204.0,2.06,66.4,2.6,0.20830981129545556,1520
nwisca.01.02102621,8.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,320.0,4.0,66.4,2.7,0.20828363636321112,1521
nwisca.01.02001411,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,234.0,3.4,66.4,2.8,0.2079137332605744,1522
HPUL1EPA_WQX-RC-01:20231227:0821:FM:PS:,7.07,162.09405044510385,120.0,7.12,65.86257217573221,184.6,3.1233735705209655,66.4,2.87,0.20726576626834253,1523
nwisca.01.02202080,8.0,59.6,781.7825,7.12,6.56,157.5,3.1233735705209655,66.4,2.6,0.20694888085351293,1524
nwisca.01.02003433,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,164.0,2.0,66.4,2.5,0.20680355499849684,1525
nwisca.01.02003342,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,214.0,2.6,66.4,2.6,0.2066367738639146,1526
HPUL1EPA_WQX-LC-01:20230621:1001:FM:PS:,7.54,162.09405044510385,533.0,7.12,65.86257217573221,820.0,3.1233735705209655,66.4,2.73,0.20646977734464175,1527
HPUL1EPA_WQX-LC-01:20230531:0950:FM:PS:,7.43,162.09405044510385,498.0,7.12,65.86257217573221,766.0,3.1233735705209655,66.4,2.75,0.2062181904402356,1528
nwisca.01.02003418,8.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,147.0,2.1,66.4,2.4,0.2059501937566609,1529
nwisca.01.02204282,7.7,33.1,51.2175,7.12,4.03,94.0,1.66,66.4,2.4,0.20571101949651144,1530
nwisca.01.02102605,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,214.0,2.2,66.4,2.5,0.2044752354023761,1531
nwisca.01.02100384,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,155.0,1.6,66.4,2.4,0.2041651518191821,1532
HPUL1EPA_WQX-LC-01:20230517:0935:FM:PS:,7.66,162.09405044510385,438.0,7.12,65.86257217573221,674.0,3.1233735705209655,66.4,2.64,0.20406150464925793,1533
OVIWC-LP-SS-2-20220428-F,8.67,162.09405044510385,238.0,7.12,65.86257217573221,365.7,3.1233735705209655,66.4,2.42,0.20360111400049968,1534
HPUL1EPA_WQX-AC-01:20230517:1145:FM:PS:,7.65,162.09405044510385,191.0,7.12,65.86257217573221,294.5,3.1233735705209655,66.4,2.63,0.2035924081610727,1535
21NEV1_WQX-7182404-L-0.000,7.775573846153846,162.09405044510385,250.0,7.12,49.0,680.0,3.1233735705209655,66.4,2.6,0.20347738390017373,1536
nwisca.01.02102003,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,502.0,6.7,66.4,2.7,0.20334717779958572,1537
HPUL1EPA_WQX-MC-04:20231004:1345:FM:PS:,7.37,162.09405044510385,180.0,7.12,65.86257217573221,276.8,3.1233735705209655,66.4,2.68,0.20303969752401502,1538
nwisca.01.02105220,8.0,64.4,659.7875,7.12,6.2,178.0,1.55,66.4,2.3,0.20271599177774333,1539
GLEC-NRSA2.2-10124-0,8.16,162.09405044510385,876.0,7.12,65.86257217573221,1348.0,3.1233735705209655,66.4,2.5,0.20264694658343652,1540
HPUL1EPA_WQX-CD-01:20230215:1533:FM:PS:,7.77,162.09405044510385,166.0,7.12,65.86257217573221,255.5,3.1233735705209655,66.4,2.57,0.20220033638681317,1541
nwisca.01.02101004,7.6,162.09405044510385,246.45972997594052,7.12,49.6,123.0,3.1233735705209655,66.4,2.6,0.2019711412039532,1542
nwisca.01.02205281,7.7,42.5,487.775,7.12,2.91,109.5,1.49,66.4,2.3,0.20186611476855718,1543
nwisca.01.02105155,7.4,162.09405044510385,246.45972997594052,7.12,65.86257217573221,277.0,2.66,66.4,2.6,0.2018097683790383,1544
HPUL1EPA_WQX-MC-04:20230621:1026:FM:PS:,8.25,162.09405044510385,148.0,7.12,65.86257217573221,226.9,3.1233735705209655,66.4,2.46,0.20169020990078107,1545
MORONGO1_WQX-HE1042722,7.84,162.09405044510385,172.26,7.12,65.86257217573221,265.0,3.1233735705209655,66.4,2.54,0.2015457042723996,1546
nwisca.01.02001436,7.1,162.09405044510385,246.45972997594052,7.12,51.9,132.0,3.1233735705209655,66.4,2.7,0.20141393144690806,1547
HPUL1EPA_WQX-MC-03:20210609:1021:FM:PS:,6.69,162.09405044510385,131.0,7.12,65.86257217573221,202.1,3.1233735705209655,66.4,2.8,0.20136150995036348,1548
nwisca.01.02001786,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,204.0,3.1,66.4,2.6,0.20109283192361282,1549
nwisca.01.02104577,7.65,31.2,81.02,7.12,3.63,90.5,1.64,66.4,2.3,0.2006435587327491,1550
nwisca.01.02102602,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,209.0,2.1,66.4,2.4,0.20046841092295326,1551
nwisca.01.02202062,7.85,94.1,255.825,7.12,39.5,369.0,3.1233735705209655,66.4,2.5,0.2004290398416289,1552
nwisca.01.02202796,8.0,113.0,246.45972997594052,7.12,11.6,256.5,3.74,66.4,2.5,0.19995412478105806,1553
nwisca.01.02102600,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,193.0,1.8,66.4,2.4,0.19928184542615274,1554
nwisca.01.02103091,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,168.0,1.41,66.4,2.3,0.1989435908503441,1555
nwisca.01.02001789,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,208.0,3.1,66.4,2.5,0.198594356784781,1556
nwisca.01.02003783,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,150.0,1.5,66.4,2.3,0.19855168417584837,1557
nwisca.01.02102943,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,217.0,3.4,66.4,2.5,0.1977150051768301,1558
nwisca.01.02001790,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,212.0,3.2,66.4,2.5,0.19737355767598502,1559
HPUL1EPA_WQX-LC-01:20230208:1600:FM:PS:,8.29,162.09405044510385,238.0,7.12,65.86257217573221,366.6,3.1233735705209655,66.4,2.36,0.19719963664453324,1560
HPUL1EPA_WQX-AC-01:20230524:1514:FM:PS:,7.65,162.09405044510385,192.0,7.12,65.86257217573221,296.0,3.1233735705209655,66.4,2.48,0.19714132959909242,1561
nwisca.01.02003434,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,158.0,2.0,66.4,2.3,0.19705015852951155,1562
HPUL1EPA_WQX-LC-01:20230524:0838:FM:PS:,7.34,162.09405044510385,478.0,7.12,65.86257217573221,735.0,3.1233735705209655,66.4,2.54,0.19696768091677952,1563
nwisca.01.02001906,8.6,162.09405044510385,246.45972997594052,7.12,45.5,813.0,3.1233735705209655,66.4,2.3,0.19689701370904486,1564
nwisca.01.02004373,7.5,162.09405044510385,246.45972997594052,7.12,24.7,84.0,3.1233735705209655,66.4,2.5,0.19679761254358913,1565
HPUL1EPA_WQX-MC-02:20231227:0915:FM:PS:,7.55,162.09405044510385,128.0,7.12,65.86257217573221,197.6,3.1233735705209655,66.4,2.49,0.19670918167293788,1566
nwisca.01.02200819,7.8,154.0,118.66,7.12,32.5,388.5,4.43,66.4,2.5,0.19653214244434108,1567
HPUL1EPA_WQX-MC-01:20230517:1336:FM:PS:,7.48,162.09405044510385,125.0,7.12,65.86257217573221,192.3,3.1233735705209655,66.4,2.49,0.19607470058819215,1568
nwisca.01.02002313,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,180.0,1.73,66.4,2.3,0.19580682238394084,1569
nwisca.01.02102945,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,206.0,3.1,66.4,2.4,0.19573816859736165,1570
nwisnv.01.02201136,7.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,123.0,2.31,66.4,2.5,0.19567341216775042,1571
HPUL1EPA_WQX-AC-01:20230201:1305:FM:PS:,7.74,162.09405044510385,177.0,7.12,65.86257217573221,272.0,3.1233735705209655,66.4,2.43,0.19563627471207606,1572
nwisca.01.02104564,8.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,217.0,2.2,66.4,2.2,0.19553799982923656,1573
HPUL1EPA_WQX-CC-02:20220201:1550:FM:PS:,8.21,162.09405044510385,87.0,7.12,65.86257217573221,134.3,3.1233735705209655,66.4,2.34,0.19552018343800867,1574
CA_BVR-AC2:20200109:0942:FM:PS:0.037:Hydro,7.71,162.09405044510385,0.1742,7.12,65.86257217573221,0.2717,3.1233735705209655,66.4,1.7,0.19542213824157537,1575
nwisca.01.02001412,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,211.0,3.7,66.4,2.5,0.19516409282152342,1576
nwisca.01.02003792,7.4,162.09405044510385,246.45972997594052,7.12,65.86257217573221,264.0,2.3,66.4,2.4,0.1946341401112897,1577
HPUL1EPA_WQX-CC-02:20230517:1515:FM:PS:,7.76,162.09405044510385,172.0,7.12,65.86257217573221,264.4,3.1233735705209655,66.4,2.4,0.19437661799086497,1578
nwisca.01.02002520,8.3,162.09405044510385,246.45972997594052,7.12,65.86257217573221,148.0,2.0,66.4,2.2,0.1942397248912278,1579
CA_BVR-KC1:20210329:1131:FM:PS:0.114:Hydro,8.1,162.09405044510385,0.1567,7.12,65.86257217573221,0.2448,3.1233735705209655,66.4,1.6,0.19411378334827467,1580
HPUL1EPA_WQX-MC-01:20231004:1000:FM:PS:,7.08,162.09405044510385,137.0,7.12,65.86257217573221,211.1,3.1233735705209655,66.4,2.51,0.1933297006291449,1581
MORONGO1_WQX-LMO101922,8.41,162.09405044510385,239.97,7.12,65.86257217573221,369.2,3.1233735705209655,66.4,2.26,0.193031174418552,1582
nwisca.01.02304406,8.05,232.0,309.88,7.12,72.2,799.5,5.79,66.4,2.4,0.19219795776985354,1583
nwisca.01.02101931,8.05,219.0,320.8833333333333,7.12,78.1,822.0,5.96,66.4,2.4,0.19207869435762343,1584
CA_BVR-AC2:20220401:1100:FM:PS:0.17:Hydro,8.57,162.09405044510385,0.2248,7.12,65.86257217573221,0.3513,3.1233735705209655,66.4,1.7,0.191984360414207,1585
nwisca.01.02003417,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,145.0,2.0,66.4,2.2,0.1915143389766298,1586
nwisca.01.02203347,8.2,137.0,246.45972997594052,7.12,21.0,282.0,3.91,66.4,2.3,0.1914534484185084,1587
HPUL1EPA_WQX-MC-03:20230517:1419:FM:PS:,7.37,162.09405044510385,130.0,7.12,65.86257217573221,200.3,3.1233735705209655,66.4,2.41,0.1913324582206803,1588
CA_BVR-MCC1:20210421:0504:FM:PS:0.24:Hanna,7.42,162.09405044510385,593.0,7.12,65.86257217573221,1183.0,3.1233735705209655,66.4,2.4,0.19124607037421998,1589
nwisca.01.02105505,7.75,68.1,113.8,7.12,14.3,236.0,1.89,66.4,2.2,0.19119790027021757,1590
MORONGO1_WQX-HE1020221,7.73,162.09405044510385,180.92,7.12,65.86257217573221,278.3,3.1233735705209655,66.4,2.34,0.1911045462149902,1591
MORONGO1_WQX-LMO042121,8.22,162.09405044510385,226.84,7.12,65.86257217573221,349.0,3.1233735705209655,66.4,2.24,0.19019784758433633,1592
nwisca.01.02100141,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,152.0,1.9,66.4,2.2,0.18959330585915743,1593
21NEV1_WQX-7181985-L-0.000,7.775573846153846,162.09405044510385,85.0,7.12,1.8,110.0,3.1233735705209655,66.4,2.3,0.1895083290162469,1594
21NEV1_WQX-7156606-L-0.000,7.775573846153846,162.09405044510385,117.0,7.12,14.0,179.0,3.1233735705209655,66.4,2.3,0.18946103125088373,1595
21NEV1_WQX-7182411-L-0.000,7.775573846153846,162.09405044510385,170.0,7.12,28.0,330.0,3.1233735705209655,66.4,2.3,0.18942652901624688,1596
HPUL1EPA_WQX-CC-02:20230614:1145:FM:PS:,7.37,162.09405044510385,176.0,7.12,65.86257217573221,270.7,3.1233735705209655,66.4,2.37,0.18935054503379464,1597
nwisca.01.02001413,7.4,162.09405044510385,246.45972997594052,7.12,65.86257217573221,227.0,4.2,66.4,2.4,0.1885845022465767,1598
nwisca.01.02002309,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,184.0,1.95,66.4,2.2,0.18825311763738686,1599
nwisca.01.02003343,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,206.0,2.4,66.4,2.2,0.18801101805972728,1600
nwisca.01.02004354,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,387.0,2.4,66.4,2.2,0.1879803746112438,1601
nwisca.01.02102601,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,188.0,1.9,66.4,2.2,0.18775812054153554,1602
CA_BVR-AC2:20220302:0927:FM:PS:0.151:Hydro,7.8,162.09405044510385,0.2097,7.12,65.86257217573221,0.3277,3.1233735705209655,66.4,1.7,0.18775126803602163,1603
nwisca.01.02001788,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,226.0,3.2,66.4,2.3,0.18761309208145308,1604
HPUL1EPA_WQX-CD-01:20230412:0905:FM:PS:,7.57,162.09405044510385,130.0,7.12,65.86257217573221,200.6,3.1233735705209655,66.4,2.3,0.1875840590199421,1605
HPUL1EPA_WQX-AC-01:20230412:0850:FM:PS:,7.57,162.09405044510385,133.0,7.12,65.86257217573221,204.3,3.1233735705209655,66.4,2.3,0.18758284048026017,1606
nwisca.01.02002314,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,188.0,1.97,66.4,2.2,0.18718211199224352,1607
HPUL1EPA_WQX-MC-03:20231004:1032:FM:PS:,7.51,162.09405044510385,158.0,7.12,65.86257217573221,2.43,3.1233735705209655,66.4,2.2,0.18698216405072396,1608
nwisca.01.02001787,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,204.0,3.2,66.4,2.3,0.18671044169812998,1609
CA_BVR-AC1:20200109:0952:FM:PS:0.026:Hydro,7.8,162.09405044510385,0.1714,7.12,65.86257217573221,0.268,3.1233735705209655,66.4,1.6,0.18661364699794075,1610
HPUL1EPA_WQX-SC-01:20230405:1415:FM:PS:,8.26,162.09405044510385,285.0,7.12,65.86257217573221,438.7,3.1233735705209655,66.4,2.17,0.18651411796943934,1611
HPUL1EPA_WQX-LC-01:20230405:1451:FM:PS:,8.26,162.09405044510385,285.0,7.12,65.86257217573221,438.7,3.1233735705209655,66.4,2.17,0.18651411796943934,1611
OVIWC-LP-SS-3-20231006-F,8.36,162.09405044510385,219.0,7.12,65.86257217573221,337.5,3.1233735705209655,66.4,2.15,0.1862299906223837,1613
nwisnv.01.02200382,7.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,86.0,2.43,66.4,2.3,0.18621475527686712,1614
MORONGO1_WQX-MCN042121,8.48,162.09405044510385,276.67,7.12,65.86257217573221,425.6,3.1233735705209655,66.4,2.11,0.1848393491315989,1615
MORONGO1_WQX-H000041823,8.25,162.09405044510385,313.8,7.12,65.86257217573221,482.8,3.1233735705209655,66.4,2.14,0.18460830511043005,1616
CA_BVR-AC3:20220223:1328:FM:PS:0.363:Hydro,7.64,162.09405044510385,0.219,7.12,65.86257217573221,0.3421,3.1233735705209655,66.4,1.7,0.18456303745067562,1617
nwisca.01.02001785,7.3,162.09405044510385,246.45972997594052,7.12,65.86257217573221,216.0,3.4,66.4,2.3,0.18432240775576517,1618
NARS_WQX-241100_2324,8.02,162.09405044510385,246.45972997594052,7.12,23.9,338.4017245542537,4.17,66.4,2.2,0.18362905007543903,1619
nwisca.01.02104116,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,633.0,3.04,66.4,2.2,0.18344688471298634,1620
nwisca.01.02102620,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,380.0,4.9,66.4,2.2,0.18234248892477598,1621
CA_BVR-MC2:20211109:0835:FM:PS:0.203:Hydro,7.67,162.09405044510385,0.1469,7.12,65.86257217573221,0.2301,3.1233735705209655,66.4,1.5,0.18203949412387327,1622
nwisca.01.02301326,7.5,162.09405044510385,246.45972997594052,7.12,4.46,56.0,3.1233735705209655,66.4,2.2,0.18157795182930345,1623
nwisca.01.02002454,8.9,162.09405044510385,246.45972997594052,7.12,27.4,565.0,3.1233735705209655,66.4,2.0,0.18133809519500854,1624
MORONGO1_WQX-HW1042022,8.06,162.09405044510385,203.21,7.12,65.86257217573221,312.6,3.1233735705209655,66.4,2.11,0.18103263102097053,1625
MORONGO1_WQX-MCN071321,8.58,162.09405044510385,278.99,7.12,65.86257217573221,429.2,3.1233735705209655,66.4,2.03,0.18050922276677694,1626
nwisca.01.02102616,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,514.0,7.0,66.4,2.2,0.17953842406378204,1627
OVIWC-LP-SS-4-20220125-F,8.51,162.09405044510385,220.0,7.12,65.86257217573221,337.7,3.1233735705209655,66.4,2.02,0.17919733344207495,1628
nwisca.01.02200939,7.9,162.09405044510385,246.45972997594052,7.12,9.7,217.5,3.1233735705209655,66.4,2.1,0.1789639242095094,1629
nwisca.01.02202797,8.1,114.0,80.11,7.12,12.0,257.5,4.11,66.4,2.1,0.1787402152422759,1630
nwisca.01.02003351,7.4,162.09405044510385,246.45972997594052,7.12,65.86257217573221,182.0,2.2,66.4,2.1,0.17856944153269444,1631
HPUL1EPA_WQX-AC-01:20230510:0934:FM:PS:,7.61,162.09405044510385,191.0,7.12,65.86257217573221,294.5,3.1233735705209655,66.4,2.13,0.17819262334780323,1632
CA_BVR-MC2:20210316:1024:FM:PS:0.152:Hydro,7.79,162.09405044510385,0.1297,7.12,65.86257217573221,0.2026,3.1233735705209655,66.4,1.4,0.17773510835454026,1633
HPUL1EPA_WQX-LC-01:20230412:1004:FM:PS:,7.69,162.09405044510385,317.0,7.12,65.86257217573221,487.8,3.1233735705209655,66.4,2.11,0.17765348720053217,1634
nwisca.01.02100387,8.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,131.0,1.5,66.4,1.9,0.17743513204741604,1635
HPUL1EPA_WQX-MC-03:20230816:1037:FM:PS:,6.84,162.09405044510385,187.0,7.12,65.86257217573221,280.3,3.1233735705209655,66.4,2.23,0.17710033258895325,1636
nwisca.01.02002493,7.6,162.09405044510385,246.45972997594052,7.12,37.72,59.0,3.1233735705209655,66.4,2.1,0.1764033590216873,1637
HPUL1EPA_WQX-RC-01:20230201:1110:FM:PS:,7.76,162.09405044510385,184.0,7.12,65.86257217573221,283.1,3.1233735705209655,66.4,2.08,0.17639247683798423,1638
nwisca.01.02203354,7.775573846153846,200.0,246.45972997594052,7.12,35.1,393.0,3.72,66.4,2.1,0.17607301979752987,1639
nwisca.01.02303547,7.949999999999999,225.0,295.5366666666667,7.12,81.0,761.0,4.67,66.4,2.1,0.17588632365437806,1640
nwisca.01.02300444,7.5,104.0,162.44666666666666,7.12,37.5,446.0,3.11,66.4,2.1,0.17578168891972012,1641
nwisca.01.02001791,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,217.0,3.4,66.4,2.1,0.1754344856963107,1642
nwisca.01.02102618,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,480.0,6.3,66.4,2.1,0.17486683528546942,1643
HPUL1EPA_WQX-LC-01:20230503:1536:FM:PS:,7.87,162.09405044510385,396.0,7.12,65.86257217573221,6.1,3.1233735705209655,66.4,2.01,0.17486095448064637,1644
nwisca.01.02102615,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,565.0,7.2,66.4,2.1,0.1742514939199335,1645
nwisca.01.02103090,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,755.0,3.84,66.4,2.1,0.1734430832556514,1646
nwisca.01.02102949,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,213.0,3.3,66.4,2.0,0.17266795574852556,1647
nwisca.01.02100385,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,155.0,1.7,66.4,1.9,0.17227621993063727,1648
CA_BVR-AC3:20200109:1036:FM:PS:0.046:Hydro,7.52,162.09405044510385,0.1755,7.12,65.86257217573221,0.2746,3.1233735705209655,66.4,1.5,0.1711702452348236,1649
CA_BVR-FC2:20220506:1012:FM:PS:0.289:Hydro,7.44,162.09405044510385,0.3121,7.12,65.86257217573221,0.4876,3.1233735705209655,66.4,1.7,0.17097195522654193,1650
nwisca.01.02105782,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,200.0,1.79,66.4,1.9,0.17043659345398246,1651
HPUL1EPA_WQX-MC-04:20220201:1610:FM:PS:,8.66,162.09405044510385,3.0,7.12,65.86257217573221,5.1,3.1233735705209655,66.4,1.85,0.17040723748422879,1652
nwisca.01.02100389,8.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,133.0,1.5,66.4,1.8,0.16923182833010753,1653
nwisca.01.02102619,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,422.0,5.6,66.4,2.0,0.1688032396303314,1654
nwisca.01.02003794,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,262.0,2.4,66.4,1.9,0.16786543496205866,1655
MORONGO1_WQX-HW1120820,7.61,162.09405044510385,192.31,7.12,65.86257217573221,295.9,3.1233735705209655,66.4,1.97,0.1674967605530297,1656
NARS_WQX-239740_2324,7.59,162.09405044510385,246.45972997594052,7.12,2.05,338.4017245542537,1.34,66.4,1.8,0.16698560933278211,1657
nwisca.01.02100379,8.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,178.0,1.7,66.4,1.8,0.16679048669528684,1658
HPUL1EPA_WQX-MC-02:20230517:1402:FM:PS:,7.43,162.09405044510385,129.0,7.12,65.86257217573221,198.0,3.1233735705209655,66.4,1.98,0.16660207033579694,1659
nwisca.01.02001410,7.2,162.09405044510385,246.45972997594052,7.12,65.86257217573221,70.0,1.8,66.4,1.9,0.1659208753947388,1660
HPUL1EPA_WQX-SC-01:20211006:1015:FM:PS:,7.65,162.09405044510385,144.0,7.12,65.86257217573221,244.1,3.1233735705209655,66.4,1.94,0.1656682343825582,1661
nwisca.01.02102947,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,198.0,3.1,66.4,1.9,0.16407514599009324,1662
HPUL1EPA_WQX-SC-01:20210707:0840:FM:PS:,7.6,162.09405044510385,143.0,7.12,65.86257217573221,245.0,3.1233735705209655,66.4,1.92,0.16370736467716987,1663
HPUL1EPA_WQX-SC-01:20210906:1316:FM:PS:,7.6,162.09405044510385,143.0,7.12,65.86257217573221,245.1,3.1233735705209655,66.4,1.92,0.16370734220071295,1664
HPUL1EPA_WQX-CD-01:20220201:1445:FM:PS:,8.2,162.09405044510385,87.0,7.12,65.86257217573221,134.2,3.1233735705209655,66.4,1.85,0.16367952248466713,1665
nwisca.01.02203352,7.5,441.0,246.45972997594052,7.12,104.0,835.5,2.41,66.4,1.9,0.16363831335525927,1666
nwisca.01.02203343,8.6,162.09405044510385,246.45972997594052,7.12,31.2,938.5,3.1233735705209655,66.4,1.8,0.16301798209860346,1667
nwisnv.01.02200756,7.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,39.0,2.12,66.4,1.9,0.16258223789869183,1668
nwisca.01.02003435,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,148.0,2.0,66.4,1.8,0.16227002792153083,1669
nwisca.01.02003432,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,147.0,1.9,66.4,1.8,0.16217208370881403,1670
nwisca.01.02001778,7.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,359.0,4.4,66.4,2.0,0.16212703413646945,1671
nwisca.01.02002519,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,336.0,4.4,66.4,1.9,0.16202075600440694,1672
CA_BVR-MID01:20220913:1047:FM:PS:0.175:Hydro,6.54,162.09405044510385,0.1765,7.12,65.86257217573221,0.2764,3.1233735705209655,66.4,1.5,0.16194106500755062,1673
HPUL1EPA_WQX-MC-01:20230524:1314:FM:PS:,7.44,162.09405044510385,125.0,7.12,65.86257217573221,193.0,3.1233735705209655,66.4,1.91,0.16150277332573762,1674
HPUL1EPA_WQX-AC-01:20230208:1111:FM:PS:,8.14,162.09405044510385,159.0,7.12,65.86257217573221,245.0,3.1233735705209655,66.4,1.83,0.16143151706167058,1675
MORONGO1_WQX-MCN122221,8.61,162.09405044510385,284.11,7.12,65.86257217573221,437.1,3.1233735705209655,66.4,1.77,0.16048414530938493,1676
nwisca.01.02100143,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,159.0,2.0,66.4,1.8,0.15953644604076495,1677
HPUL1EPA_WQX-LC-01:20230626:0740:FM:PS:,7.45,162.09405044510385,551.0,7.12,65.86257217573221,847.0,3.1233735705209655,66.4,1.88,0.15919619592297568,1678
nwisca.01.02001781,7.5,162.09405044510385,246.45972997594052,7.12,65.86257217573221,375.0,4.3,66.4,1.9,0.15854300542286057,1679
nwisca.01.02102946,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,200.0,3.0,66.4,1.8,0.1571129836422515,1680
MORONGO1_WQX-LMO071321,8.27,162.09405044510385,233.26,7.12,65.86257217573221,358.9,3.1233735705209655,66.4,1.76,0.1564995405478084,1681
nwisca.01.02100380,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,158.0,1.6,66.4,1.7,0.15603849845046017,1682
HPUL1EPA_WQX-LC-01:20230201:1125:FM:PS:,7.7,162.09405044510385,276.0,7.12,65.86257217573221,424.0,3.1233735705209655,66.4,1.81,0.1557145726469045,1683
HPUL1EPA_WQX-MC-02:20230703:0827:FM:PS:,7.32,162.09405044510385,133.0,7.12,65.86257217573221,205.1,3.1233735705209655,66.4,1.85,0.15564475563762728,1684
nwisca.01.02002312,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,517.0,2.94,66.4,1.8,0.1554629470165722,1685
HPUL1EPA_WQX-MC-01:20230215:1441:FM:PS:,7.75,162.09405044510385,115.0,7.12,65.86257217573221,177.4,3.1233735705209655,66.4,1.8,0.15535241021144175,1686
nwisca.01.02001975,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,61.0,1.62,66.4,1.7,0.15502759146483067,1687
HPUL1EPA_WQX-MC-04:20230503:1515:FM:PS:,7.94,162.09405044510385,136.0,7.12,65.86257217573221,209.7,3.1233735705209655,66.4,1.76,0.15352629734841233,1688
MORONGO1_WQX-M003042121,8.55,162.09405044510385,266.77,7.12,65.86257217573221,410.4,3.1233735705209655,66.4,1.7,0.15341527594451568,1689
HPUL1EPA_WQX-CD-01:20230524:1525:FM:PS:,7.6,162.09405044510385,155.0,7.12,65.86257217573221,23.8,3.1233735705209655,66.4,1.78,0.15272885605866626,1690
HPUL1EPA_WQX-CC-02:20230426:1343:FM:PS:,7.97,162.09405044510385,159.0,7.12,65.86257217573221,244.8,3.1233735705209655,66.4,1.73,0.15102606772511,1691
HPUL1EPA_WQX-MC-03:20230426:1154:FM:PS:,7.56,162.09405044510385,122.0,7.12,65.86257217573221,187.0,3.1233735705209655,66.4,1.77,0.1509799887170169,1692
nwisca.01.02100388,8.2,162.09405044510385,246.45972997594052,7.12,65.86257217573221,132.0,1.5,66.4,1.6,0.15066252136952424,1693
nwisca.01.02100145,7.6,162.09405044510385,246.45972997594052,7.12,65.86257217573221,157.0,2.0,66.4,1.7,0.1503708607345117,1694
MORONGO1_WQX-MCN020221,8.49,162.09405044510385,270.86,7.12,65.86257217573221,416.7,3.1233735705209655,66.4,1.67,0.1499052523246564,1695
